Index,Golden,Gemma,GPT4,GPT35,MetaLlama
CPP_94,There are 1 functions in the code: function[1] takes 1 inputs: vector<int> lst. function[1] is finding the largest prime value in the vector and returning the sum of its digits.,,"There are 2 functions in the code:
- function[1] takes 1 input: vector<int> numbers.
- Function[1] is calculating the number of elements in the vector and outputs an integer value representing the count.

- function[2] takes 2 inputs: vector<int> numbers, int threshold.
- Function[2] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_144,"There are 1 functions in the code: function[1] takes 2 inputs: string x, string n. function[1] is checking if the product of the fractions represented by x and n evaluates to a whole number on x, n, and outputs a boolean value indicating the result.",,"There is 1 function in the code, function[1] takes 2 inputs: class.std::__cxx11::basic_string str1, class.std::__cxx11::basic_string str2. function[1] is simplifying the comparison of two strings and outputs a boolean value indicating if the simplified forms of the strings are equivalent.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_150,"There are 1 functions in the code: function[1] takes 3 inputs: int n, int x, int y. function[1] is checking if the integer n is a prime number on n, x, y, and outputs the value of x if n is prime, otherwise it outputs the value of y.","There is 1 function in the code:
function[1] takes 3 inputs: i32 x, i32 y, i32 z.
function[1] is performing a conditional operation on x, y, z, and outputs i32. 
<|im_end|>","There is 1 function in the code, function[1] takes 3 inputs: int x, int y, int z. function[1] is performing a computation based on the values of x, y, and z, and outputs an integer result.","There is 1 function in the code, function[1] takes 3 inputs: i32 input1, i32 input2, i32 input3. Function[1] is performing a specific operation on input1, input2, input3, and outputs an integer value.","There is 1 function in the code, function[1] takes 3 inputs: int x, int y, int z. function[1] is performing a conditional operation based on the values of x, y, and z, and outputs an integer value."
CPP_146,"There are 1 functions in the code: function[1] takes 1 inputs: vector<int> nums. function[1] is counting the number of elements in the vector that are greater than 10 and have both first and last digits as odd on nums, and outputs an integer value representing that count.","There is 1 function in the code:
- function[1] takes 2 inputs: vector<float> numbers, float threshold.
- function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There are 2 functions in the code: function[1] takes 1 input: vector<int> numbers. Function[1] is checking if the first and last elements of the vector are the same, and outputs an integer value indicating the result. function[2] takes 4 inputs: class std::__cxx11::basic_string str, int value1, int value2, and __va_list_tag args. Function[2] is formatting a string based on the inputs and outputs a formatted string.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_152,"There are 3 functions in the code:
function[1] takes 2 inputs: vector<int> game, vector<int> guess. function[1] is calculating the absolute difference between the elements of game and guess, and outputs a vector<int> containing these differences.
function[2] takes 2 inputs: vector<int> a, vector<int> b. function[2] is checking if the two vectors a and b are the same in size and content, and outputs a boolean value indicating if they are the same.
function[3] takes 0 inputs: none. function[3] is running assertions to test the correctness of function[1] and function[2], and outputs nothing.","There is 1 function in the code:
function[1] takes 2 inputs: vector<float> numbers, float threshold.
function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 3 inputs: vector<int> numbers1, vector<int> numbers2, vector<int> result. function[1] is comparing elements of the two vectors and outputs void.","There is 1 function in the code, function[1] takes 3 inputs: vector<int> input1, vector<int> input2, vector<int> input3. Function[1] is comparing the elements of input1 and input2, and storing the absolute difference in input3.","There are 1 functions in the code:
function[1] takes 3 inputs: vector<int> numbers1, vector<int> numbers2, vector<int> numbers3. 
function[1] is comparing elements of two vectors and storing the absolute difference of corresponding elements in a third vector on numbers1, numbers2, numbers3, and outputs void."
CPP_82,"There are 1 functions in the code:
function[1] takes 1 inputs: string str. function[1] is checking if the length of the string is a prime number on str, and outputs a boolean value indicating if the length is prime.","There is 1 function in the code:
function[1] takes 2 inputs: string str, int length.
function[1] is checking if the length of the string is a prime number on str, length, and outputs a boolean value indicating if the length is prime. 
<|im_end|>","There is 1 function in the code, function[1] takes 1 input: vector<char> input_string. function[1] is checking if the length of the input_string is less than 2 or if it is a prime length, and outputs a boolean value indicating if the length is prime.","There is 1 function in the code, function[1] takes 1 input: class.std::__cxx11::basic_string* input. Function[1] is calculating the prime length of the input string and outputs a boolean value.","There is 1 function in the code, function[1] takes 1 input: string s. function[1] is checking if the length of the string is a prime number on s, and outputs a boolean value indicating if the length is prime."
CPP_96,"There are 1 functions in the code: function[1] takes 1 inputs: int n. function[1] is generating a vector of the first n integers that are prime numbers and less than n on n, and outputs a vector<int> containing the prime numbers.","There is 1 function in the code:
function[1] takes 2 inputs: vector<float> numbers, float threshold.
function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There are 1 functions in the code: function[1] takes 2 inputs: vector<int> numbers, int count. Function[1] is counting up to the given count on numbers, count, and outputs nothing.","There is 1 function in the code, function[1] takes 1 input: vector<float> numbers, int value. Function[1] is counting the number of elements in the vector that are less than the given value on numbers, value, and outputs the count of such elements.","There is 1 function in the code, function[1] takes 2 inputs: vector<int> numbers, int threshold. function[1] is counting up to the given threshold and inserting elements into the vector on numbers, threshold, and outputs nothing."
CPP_69,"There are 1 functions in the code: function[1] takes 1 inputs: vector<int> lst. function[1] is finding the greatest integer that is greater than zero, and has a frequency greater than or equal to the value of the integer itself on lst, and outputs an integer value representing that greatest integer or -1 if no such value exists.",,"There are 3 functions in the code:
- function[1] takes 1 input: vector<int> numbers. function[1] is searching for an element in the vector and outputs an integer representing the index of the found element or -1 if not found.
- function[2] takes 1 input: vector<vector<int>> nested_numbers. function[2] is managing the memory of the nested vector and outputs nothing.
- function[3] takes 2 inputs: vector<vector<int>> nested_numbers, vector<int> numbers. function[3] is reallocating and inserting elements into the nested vector based on the input vector and outputs nothing.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_41,"There are 1 functions in the code:
function[1] takes 1 inputs: int n.
function[1] is calculating the number of collisions between cars moving in opposite directions based on the input n, and outputs an integer value representing the total number of collisions.","There is 1 function in the code:
function[1] takes 1 inputs: i32 number.
function[1] is squaring the input number on number, and outputs i32. 
<|im_end|>","There is 1 function in the code, function[1] takes 1 input: i32 input. function[1] is calculating the square of the input value on input, and outputs the squared value.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 1 input: i32 %0. function[1] is squaring the input on %0, and outputs the squared value."
CPP_55,"There are 1 functions in the code:
function[1] takes 1 inputs: int n.
function[1] is calculating the n-th Fibonacci number on n, and outputs an integer value representing the n-th Fibonacci number.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 1 input: i32 n. function[1] is performing a computation involving an array of integers, and outputs an i32 value based on the calculations performed on the input.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 1 input: i32 %0. function[1] is performing a complex calculation involving loops, conditionals, and array operations on %0, and outputs i32."
CPP_54,"There are 1 functions in the code: function[1] takes 2 inputs: string s0, string s1. function[1] is checking if the two strings have the same characters on s0, s1, and outputs a boolean value indicating if they contain the same characters.",,"There is 1 function in the code, function[1] takes 2 inputs: vector<char> str1, vector<char> str2. function[1] is checking if the two strings have the same characters in them, and outputs a boolean value indicating if they are the same.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_40,"There are 1 functions in the code:
function[1] takes 1 inputs: vector<int> l.
function[1] is checking if there are three distinct elements in the vector that sum to zero on l, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code:
function[1] takes 2 inputs: vector<int> numbers, float threshold.
function[1] is checking if the sum of any three elements in the vector is equal to zero on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 1 input: vector<int> numbers. function[1] is checking if there exist three integers in the vector that sum to zero on numbers, and outputs a boolean value indicating if such integers exist.","There is 1 function in the code, function[1] takes 1 input: vector<float> numbers. Function[1] is calculating the sum of triples that sum to zero on numbers and outputs a boolean value.","There is 1 function in the code, function[1] takes 1 input: vector<int> numbers. function[1] is checking if there exist three elements in the vector that sum to zero on numbers, and outputs a boolean value indicating if such elements exist."
CPP_68,"There are 1 functions in the code:
function[1] takes 1 inputs: vector<int> arr. function[1] is finding the smallest even value and its index in the vector arr, and outputs a vector<int> containing the smallest even value and its index.","There is 1 function in the code:
function[1] takes 2 inputs: vector<float> numbers, float threshold.
function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 2 inputs: vector<int> numbers, vector<int> input_vector. function[1] is plucking elements from input_vector based on certain conditions on numbers, input_vector, and outputs void.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 2 inputs: vector<int> numbers, vector<int> numbers. function[1] is plucking elements from one vector and adding them to another vector on numbers, numbers, and outputs void."
CPP_97,"There is 1 function in the code: function[1] takes 2 inputs: int a, int b. function[1] is calculating the product of the unit digits of a and b, and outputs an integer representing that product.","There is 1 function in the code:
function[1] takes 2 inputs: i32 num1, i32 num2.
function[1] is multiplying the units digit of num1 and num2, and outputs i32. 
<|im_end|>","There is 1 function in the code, function[1] takes 2 inputs: i32 a, i32 b. function[1] is calculating the product of the last digits of the absolute values of a and b, and outputs an i32 value representing that product.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 2 inputs: i32 num1, i32 num2. function[1] is multiplying the absolute values of the last digits of num1 and num2 on num1, num2, and outputs the result of the multiplication."
CPP_83,"There are 1 functions in the code:
function[1] takes 1 inputs: int n.
function[1] is calculating the count of the numbers of n-digit positive integers that start or end with 1 on n, and outputs an integer value representing that count.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 1 input: int n. function[1] is performing a computation based on the input n, and outputs an integer value.","There is 1 function in the code, function[1] takes 1 input: i32 number. Function[1] is performing a series of mathematical operations on the input number and outputs an integer value.","There is 1 function in the code, function[1] takes 1 input: i32 number. function[1] is performing a complex calculation involving loops, conditionals, and vector operations on number, and outputs an i32 value."
CPP_153,"There are 1 functions in the code: function[1] takes 2 inputs: string class_name, vector<string> extensions. function[1] is finding the strongest extension based on the strength calculated from uppercase and lowercase letters in extensions, and outputs a string in the format ClassName.StrongestExtensionName.",,"There are 1 functions in the code: function[1] takes 3 inputs: %""class.std::__cxx11::basic_string""* sret, %""class.std::__cxx11::basic_string""* input, vector<float> numbers. Function[1] is processing the input strings and the vector to generate a new string based on certain conditions, and outputs a modified string.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_147,"There are 1 functions in the code:
function[1] takes 1 inputs: int n.
function[1] is calculating the number of triples (a{i}, a{j}, a{k}) where i < j < k and a[i] + a[j] + a[k] is a multiple of 3 on n, and outputs an integer representing the count of such triples.",,"There are 1 functions in the code: function[1] takes 1 input: vector<int> numbers. Function[1] is retrieving the value at a specific index in the vector, and outputs an integer value.",,
CPP_162,"There are 1 functions in the code: function[1] takes 1 inputs: string text. function[1] is generating the md5 hash equivalent string of the input text, and outputs a string representing the md5 hash or ""None"" if the input is empty.",,"There are 1 functions in the code: function[1] takes 2 inputs: %""class.std::__cxx11::basic_string""* s, %""class.std::__cxx11::basic_string""* input. function[1] is computing the MD5 hash of the input string and outputs a string containing the MD5 hash.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_65,"There are 1 functions in the code: function[1] takes 2 inputs: int x, int shift. function[1] is circularly shifting the digits of the integer x to the right by shift, and outputs a string representing the result of the shift.",,"There are 1 functions in the code: function[1] takes 3 inputs: vector<string> str, int shift, int length. Function[1] is performing a circular shift on the string elements in str by the specified shift amount and outputs a modified string.",,
CPP_71,"There are 1 functions in the code:
function[1] takes 3 inputs: float a, float b, float c.
function[1] is calculating the area of a triangle given its sides a, b, and c, and outputs the area rounded to 2 decimal points or -1 if the sides do not form a valid triangle.","There is 1 function in the code:
function[1] takes 3 inputs: float a, float b, float c.
function[1] is calculating the area of a triangle given its side lengths on a, b, c, and outputs a float value. 
<|im_end|>","There is 1 function in the code, function[1] takes 3 inputs: float a, float b, float c. function[1] is checking if the given lengths can form a triangle on a, b, c, and outputs the area of the triangle or -1.","There is 1 function in the code, function[1] takes 3 inputs: float input1, float input2, float input3. Function[1] is calculating the area of a triangle based on the inputs provided and outputs a float value as the result.","There is 1 function in the code, function[1] takes 3 inputs: float, float, float. function[1] is calculating the area of a triangle on , , and outputs the calculated area."
CPP_59,"There are 1 functions in the code: function[1] takes 1 inputs: int n. function[1] is returning the largest prime factor of n on input n, and outputs an integer value representing the largest prime factor.","There is 1 function in the code:
function[1] takes 1 input: i32 n.
function[1] is finding the largest prime factor of n, and outputs i32.","There is 1 function in the code, function[1] takes 1 input: int number. function[1] is calculating the largest prime factor of the given number on number, and outputs an integer value representing the largest prime factor.","There is 1 function in the code, function[1] takes 1 input: i32 number. Function[1] is finding the largest prime factor of the input number and outputs the result.","There is 1 function in the code, function[1] takes 1 input: i32 number. function[1] is finding the largest prime factor on number, and outputs the largest prime factor."
CPP_58,"There are 1 functions in the code: function[1] takes 2 inputs: vector<int> l1, vector<int> l2. function[1] is returning sorted unique common elements from the two vectors l1, l2, and outputs a vector<int> containing the common elements.",,"There are 5 functions in the code:
- function[1] takes 3 inputs: vector<int> vec1, vector<int> vec2, vector<int> result. function[1] is merging vec1 and vec2 into result.
- function[2] takes 2 inputs: vector<int> numbers, int size. function[2] is sorting the elements in numbers.
- function[3] takes 1 inputs: vector<int> numbers. function[3] is finding the maximum element in numbers and outputs the maximum value.
- function[4] takes 1 inputs: vector<int> numbers. function[4] is finding the minimum element in numbers and outputs the minimum value.
- function[5] takes 2 inputs: vector<int> numbers, int value. function[5] is checking if value exists in numbers and outputs a boolean indicating its presence.",,
CPP_70,"There are 1 functions in the code:
function[1] takes 1 inputs: vector<int> lst. function[1] is returning a vector in strange order based on the minimum and maximum values of the input vector lst, and outputs vector<int>.",,"There are 1 functions in the code: function[1] takes 2 inputs: vector<int> numbers, vector<int> sorted_numbers. Function[1] is performing a strange sorting operation on numbers, sorted_numbers, and outputs void.",,
CPP_64,"There are 1 functions in the code: function[1] takes 1 inputs: string s. function[1] is counting the number of vowels in the string s, and outputs an integer representing the count of vowels.","There is 1 function in the code:
function[1] takes 2 inputs: vector<float> numbers, float threshold.
function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 1 input: vector<string> str. function[1] is counting the number of vowels in the input string str, and outputs an integer value representing the count of vowels.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 1 input: string input_string. function[1] is counting the number of vowels in the input string on input_string, and outputs an integer value representing the count of vowels."
CPP_163,"There are 1 functions in the code:
function[1] takes 2 inputs: int a, int b. function[1] is generating even digits between a and b, and outputs a vector<int> containing the even digits in ascending order.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 3 inputs: vector<int> numbers, int start, int end. function[1] is generating integers in the range defined by start and end, and outputs void.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 3 inputs: vector<int> numbers, int a, int b. function[1] is generating integers from a to b and storing them in the vector on numbers, a, b, and outputs a vector of integers."
CPP_149,"There are 1 functions in the code: function[1] takes 1 inputs: vector<string> lst. function[1] is deleting strings with odd lengths from lst, sorting the remaining strings by length and alphabetically, and outputs a vector<string> in sorted order.",,"There are 17 functions in the code:
- function[1] takes 2 inputs: vector<string> strings, vector<string> result. function[1] is summing the elements of the sorted list and outputs a vector<string> containing the results.
- function[2] takes 1 input: vector<string> strings. function[2] is destructing the vector<string> and outputs nothing.
- function[3] takes 2 inputs: vector<string> strings, string value. function[3] is reallocating and inserting the value into the vector<string> and outputs nothing.
- function[4] takes 2 inputs: vector<string> strings, string value. function[4] is performing introsort on the vector<string> and outputs nothing.
- function[5] takes 2 inputs: vector<string> strings, string value. function[5] is popping the heap of the vector<string> and outputs nothing.
- function[6] takes 2 inputs: vector<string> strings, string value. function[6] is adjusting the heap of the vector<string> and outputs nothing.
- function[7] takes 2 inputs: vector<string> strings, string value. function[7] is pushing the heap of the vector<string> and outputs nothing.
- function[8] takes 2 inputs: vector<string> strings, string value. function[8] is moving the median to the first position in the vector<string> and outputs nothing.
- function[9] takes 2 inputs: vector<string> strings, string value. function[9] is performing an unguarded partition on the vector<string> and outputs nothing.
- function[10] takes 2 inputs: vector<string> strings, string value. function[10] is performing insertion sort on the vector<string> and outputs nothing.
- function[11] takes 2 inputs: vector<string> strings, string value. function[11] is making a heap from the vector<string> and outputs nothing.
- function[12] takes 2 inputs: vector<string> strings, string value. function[12] is checking if the elements are less than the value in the vector<string> and outputs a boolean value.
- function[13] takes 2 inputs: vector<string> strings, string value. function[13] is checking if the elements are greater than the value in the vector<string> and outputs a boolean value.
- function[14] takes 2 inputs: vector<string> strings, string value. function[14] is checking if the elements are equal to the value in the vector<string> and outputs a boolean value.
- function[15] takes 2 inputs: vector<string> strings, string value. function[15] is checking if the elements are not equal to the value in the vector<string> and outputs a boolean value.
- function[16] takes 2 inputs: vector<string> strings, string value. function[16] is checking if the elements are less than or equal to the value in the vector<string> and outputs a boolean value.
- function[17] takes 2 inputs: vector<string> strings, string value. function[17] is checking if the elements are greater than or equal to the value in the vector<string> and outputs a boolean value.",,
CPP_161,There are 1 functions in the code: function[1] takes 1 inputs: string s. function[1] is reversing the case of letters in the string s and outputs the modified string or the reversed string if there are no letters.,,"There are 1 functions in the code: function[1] takes 2 inputs: vector<string> s, vector<string> result. Function[1] is processing the strings in s and result, and outputs void.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_99,"There are 1 functions in the code: function[1] takes 1 inputs: string value. function[1] is converting the string representation of a number to a double, rounding it to the closest integer, and outputs an integer value.","There is 1 function in the code:
function[1] takes 1 inputs: string str.
function[1] is rounding the double value represented by the input string to the nearest integer on str, and outputs an integer.","There are 3 functions in the code: function[1] takes 1 input: class std::__cxx11::basic_string str. function[1] is converting the string input to a double value and outputs an integer value representing the closest integer to the converted double. function[2] takes 1 input: double value. function[2] is rounding the double value and outputs a double value. function[3] takes 2 inputs: i8* string, i8** endptr. function[3] is converting the string to a double and outputs a double value.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 1 input: string input_string. function[1] is converting the input string to a double, rounding it to the nearest integer, and outputs the rounded integer value."
CPP_72,"There are 1 functions in the code: function[1] takes 2 inputs: vector<int> q, int w. function[1] is checking if the object q will fly based on its balance and weight limit on q, w, and outputs a boolean value indicating whether the object will fly.","There is 1 function in the code:
function[1] takes 2 inputs: vector<int> numbers, int threshold.
function[1] is checking if the sum of any two elements in the vector is equal to the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 2 inputs: vector<int> numbers, int size. function[1] is checking if the elements in the vector are all equal to each other, and outputs a boolean value indicating the result.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 2 inputs: vector<int> numbers, int threshold. function[1] is checking if the sum of the first and last elements of the vector is less than or equal to the given threshold on numbers, threshold, and outputs a boolean value indicating if the condition is met."
CPP_66,"There are 1 functions in the code: function[1] takes 1 inputs: string s. function[1] is calculating the sum of the ASCII codes of the uppercase characters in the string s, and outputs an integer value representing that sum.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 1 input: vector<string> inputString. function[1] is calculating the sum of digits present in the input string, and outputs an integer value representing the sum.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 1 input: string input_string. function[1] is calculating the sum of digits in the string on input_string, and outputs an integer value representing the sum of digits."
CPP_67,"There are 1 functions in the code: function[1] takes 2 inputs: string s, int n. function[1] is calculating the number of mango fruits in the basket based on the total number of fruits and the number of apples and oranges specified in the string, and outputs an integer representing the count of mango fruits.",,"There is 1 function in the code, function[1] takes 2 inputs: vector<string> inputString, int number. function[1] is processing the input string to extract integer values, summing them, and outputs the difference between the provided number and the calculated sum.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_73,"There are 1 functions in the code: function[1] takes 1 inputs: vector<int> arr. function[1] is counting the minimum number of changes needed to make the vector palindromic on arr, and outputs an integer representing the number of changes.","There is 1 function in the code, function[1] takes 1 inputs: vector<int> numbers. function[1] is calculating the smallest change between consecutive elements in the vector on numbers, and outputs an integer value representing the smallest change. 
<|im_end|>","There is 1 function in the code, function[1] takes 1 input: vector<int> numbers. function[1] is calculating the smallest change in the vector elements, and outputs an integer value representing the smallest change.","There is 1 function in the code, function[1] takes 1 input: vector<float> numbers. Function[1] is finding the smallest change between consecutive elements in the vector numbers, and outputs an integer value representing the total number of changes needed to make all elements consecutive.","There is 1 function in the code, function[1] takes 1 input: vector<int> numbers. function[1] is counting the number of times the elements in the vector change on numbers, and outputs the count of changes."
CPP_98,"There are 1 functions in the code: function[1] takes 1 inputs: string s. function[1] is counting the number of uppercase vowels in even indices of the string s, and outputs an integer count of those vowels.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist. 
<|im_end|>","There is 1 function in the code, function[1] takes 1 input: vector<char> inputString. function[1] is counting the number of uppercase vowels in the inputString and outputs an integer value representing that count.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.","There is 1 function in the code, function[1] takes 1 input: string input_string. function[1] is counting the number of uppercase letters in the string on input_string, and outputs an integer value representing the count."
CPP_160,"There are 1 functions in the code:
function[1] takes 2 inputs: vector<string> operato, vector<int> operand. function[1] is evaluating an algebraic expression built from the operators and operands, and outputs an integer result of the evaluation.",,"There is 1 function in the code, function[1] takes 2 inputs: vector<std::string> strings, vector<int> numbers. function[1] is performing algebraic operations on strings and numbers, and outputs an integer result.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. Function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_148,"There are 1 functions in the code: function[1] takes 2 inputs: string planet1, string planet2. function[1] is returning a vector containing all planets whose orbits are located between the orbit of planet1 and the orbit of planet2, and outputs a vector<string> containing the names of those planets.",,"There are 5 functions in the code: 
- function[1] takes 3 inputs: vector<std::string> strings, std::string str1, std::string str2. function[1] is inserting str1 and str2 into the vector of strings, and outputs void.
- function[2] takes 1 inputs: vector<std::string> strings. function[2] is destructing the vector of strings, and outputs void.
- function[3] takes 3 inputs: vector<std::string> strings, std::string str1, std::string str2. function[3] is copying elements from str1 and str2 into the vector of strings, and outputs void.
- function[4] takes 2 inputs: vector<std::string> strings, std::string str. function[4] is reallocating space in the vector of strings to insert str, and outputs void.
- function[5] takes 2 inputs: vector<std::string> strings, std::string str. function[5] is checking if str is already present in the vector of strings, and outputs a boolean value indicating if str exists.",,
CPP_158,"There are 1 functions in the code: function[1] takes 1 inputs: vector<string> words. function[1] is finding the word with the maximum number of unique characters in the vector, and outputs a string that is either the word with the most unique characters or the one that comes first in lexicographical order if there are ties.",,"There is 1 function in the code, function[1] takes 2 inputs: %""class.std::__cxx11::basic_string""* result, vector<std::__cxx11::basic_string> strings. function[1] is finding the maximum string in the vector based on some criteria, and outputs a string result.","There is 1 function in the code, function[1] takes 2 inputs: vector<float> numbers, float threshold. function[1] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",
CPP_88,"There are 1 functions in the code:
function[1] takes 1 inputs: vector<int> array. function[1] is sorting the given vector in ascending order if the sum(array[0], array[array.size()-1]) is odd, or sorting it in descending order if the sum(array[0], array[array.size()-1]) is even, and outputs a vector<int> containing the sorted elements.",,"There are 5 functions in the code:
function[1] takes 2 inputs: vector<int> numbers, vector<int> otherNumbers. function[1] is sorting the elements of numbers based on the values in otherNumbers, and outputs void.
function[2] takes 2 inputs: vector<int> numbers, int value. function[2] is inserting value into the sorted position of numbers, and outputs void.
function[3] takes 2 inputs: vector<int> numbers, vector<int> otherNumbers. function[3] is performing a final insertion sort on numbers based on the values in otherNumbers, and outputs void.
function[4] takes 2 inputs: vector<int> numbers, vector<int> otherNumbers. function[4] is creating a heap from numbers based on the values in otherNumbers, and outputs void.
function[5] takes 2 inputs: vector<int> numbers, int threshold. function[5] is checking if any two elements in the vector are closer to each other than the given threshold on numbers, threshold, and outputs a boolean value indicating if such elements exist.",,
